CustomerID,FirstName,LastName,Gender,Age,DateOfBirth,MaritalStatus,NumberOfDependents,Occupation,EducationLevel,Country,County,Town,PostalCode,Region,JoinDate,TenureMonths,CustomerSegment,SubscriptionPlan,ContractType,NumberOfProducts,PremiumMember,ReferralSource,AccountManagerAssigned,PreferredCommunication,MonthlyCharges,TotalCharges,AverageMonthlySpend,PaymentMethod,AutoPay,BillingFrequency,LatePayments,OutstandingBalance,DiscountsReceived,LastPaymentAmount,LoginsPerMonth,AverageSessionMinutes,SessionsPerWeek,DaysSinceLastLogin,FeaturesAvailable,FeaturesUsed,FeatureAdoptionRate,PurchasesLast12Months,AveragePurchaseValue,UsageTrend,EmailOpenRate,MarketingClickRate,LoyaltyPoints,PromotionsRedeemed,CommunityParticipation,SupportTickets,Complaints,AverageResolutionHours,Escalations,RefundRequests,CustomerSupportRating,NetPromoterScore,CustomerSatisfactionScore,SurveyScore,ProductRating,CustomerLifetimeValue,EstimatedAnnualRevenue,ProfitMarginPercent,Churn,ChurnDate,ChurnReason,ChurnRiskScore,CustomerHealthScore,EngagementScore,SatisfactionCategory
KE-CUST-002239,John,Kiptoo,Male,48,1977-05-12,Single,0,Police Officer,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2018-07-28,89,Student,Basic,12 Months,2,No,Advertisement,No,Call,731.52,61866.01,679.45,M-Pesa,No,Monthly,1,534.84,347.19,763.26,28,29.5,6,3,13,7,53.8,5,1382.5,Increasing,13.7,2.0,958,1,Low,1,0,14.0,0,0,4,7,3,47.0,3.0,52839.29,9827.85,19.7,No,,,44.3,65.7,58.4,Neutral
KE-CUST-002240,Edwin,Mutinda,Male,32,1993-02-09,Single,1,Project Manager,Secondary,Kenya,Machakos,Machakos,90100,Eastern Region,2023-10-19,26,SME,Premium,24 Months,6,Yes,Friend/Family,Yes,SMS,4202.69,110143.72,3626.09,M-Pesa,Yes,Monthly,0,63.93,50.15,3938.36,20,15.0,8,17,8,3,37.5,4,1107.56,Increasing,50.2,20.4,598,2,Low,5,1,7.9,0,0,4,7,4,76.0,4.0,78592.59,43235.43,18.2,No,,,41.2,72.4,47.5,Satisfied
KE-CUST-002241,Halima,Farah,Female,18,2007-08-22,Married,2,Driver,Diploma,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-07-26,17,Residential,Standard,24 Months,4,No,Social Media,No,Call,1752.52,30219.44,1727.09,M-Pesa,No,Monthly,1,47.91,53.66,1671.17,18,12.7,4,1,5,1,20.0,4,1509.7,Stable,31.4,10.6,634,2,Medium,4,1,20.1,0,0,5,6,4,74.0,3.0,36080.66,18344.17,14.6,No,,,47.3,69.8,39.3,Satisfied
KE-CUST-002242,Brian,Nyakundi,Male,59,1966-06-09,Married,0,Lecturer,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2019-05-21,79,Residential,Basic,Month-to-Month,3,No,Advertisement,No,WhatsApp,654.7,52724.98,662.55,M-Pesa,Yes,Quarterly,0,11.95,224.02,614.37,25,4.5,3,5,11,8,72.7,5,1315.21,Increasing,71.7,15.3,20,0,High,2,1,33.5,0,0,3,5,3,66.0,4.0,24184.89,8626.26,21.2,No,,,52.1,68.8,64.9,Neutral
KE-CUST-002243,Achieng,Noor,Female,35,1990-12-26,Single,1,Accountant,Master's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-12-01,36,Residential,Family,Month-to-Month,5,No,Advertisement,No,SMS,3485.56,129377.77,3724.08,M-Pesa,No,Monthly,2,452.42,325.93,3292.6,18,24.94090356564019,7,1,13,10,76.9,8,1610.99,Decreasing,45.5,13.3,788,1,Medium,3,1,16.4,0,0,4,10,4,79.0,4.076202118989405,82344.65,30085.7,10.9,No,,,36.1,78.1,59.5,Satisfied
KE-CUST-002244,Margaret,Koskei,Female,27,1998-02-26,Married,1,Accountant,Primary,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2023-06-20,30,Residential,Basic,12 Months,2,No,Walk-in,No,SMS,834.51,26329.78,705.73,M-Pesa,Yes,Monthly,1,914.83,92.96,883.21,21,13.7,5,3,14,4,28.6,5,2243.36,Stable,6.9,0.8,18,1,Low,3,0,14.2,0,0,4,6,4,78.0,4.0,32432.85,10108.12,24.6,No,,,41.6,70.0,28.2,Satisfied
KE-CUST-002245,Lucy,Kimutai,Female,41,1984-01-28,Single,0,Business Owner,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2022-11-11,37,Residential,Basic,Month-to-Month,1,Yes,Social Media,No,WhatsApp,808.0,31664.91,804.89,M-Pesa,No,Quarterly,1,391.24,22.91,811.08,35,4.3,7,0,8,5,62.5,5,523.33,Stable,31.3,6.1,11,3,Low,3,1,4.6,0,0,5,8,5,97.0,5.0,17915.05,6777.99,17.1,No,,,31.8,81.1,80.8,Very Satisfied
KE-CUST-002246,Catherine,Wanyonyi,Female,50,1975-03-25,Married,2,Business Owner,Secondary,Kenya,Kakamega,Kakamega,50100,Western Region,2023-10-07,26,Residential,Premium,24 Months,3,No,Social Media,No,Call,5084.31,128968.19,5518.37,M-Pesa,Yes,Monthly,0,43.35,166.84,4976.97,32,24.5,6,0,13,6,46.2,5,744.58,Increasing,59.1,23.6,92,2,Low,1,0,15.4,0,1,4,7,5,97.0,5.0,128440.63,70149.54,17.1,No,,,26.0,90.6,80.3,Very Satisfied
KE-CUST-002247,Wafula,Hassan,Male,36,1989-11-05,Widowed,2,Nurse,Secondary,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2018-05-29,29,Residential,Standard,12 Months,2,Yes,Walk-in,No,SMS,1773.12,48999.5,1683.55,Debit Card,Yes,Monthly,0,35.77,98.99,1674.26,10,17.8,3,24,5,1,20.0,7,2715.96,Increasing,1.5,0.5,308,3,Low,3,1,14.3,0,0,4,6,4,74.0,4.0,41975.34,23807.9,20.0,Yes,2020-10-31,Relocated,69.3,56.5,8.1,Satisfied
KE-CUST-002248,Mercy,Odhiambo,Female,51,1974-06-05,Married,5,Farmer,Secondary,Kenya,Kiambu,Kiambu,900,Central Region,2025-06-22,6,Corporate,Unlimited,12 Months,3,Yes,Online Search,Yes,WhatsApp,6394.19,36056.99,7019.61,M-Pesa,No,Annually,2,2606.51,37.15,6245.29,21,32.4,4,6,15,8,53.3,4,1893.04,Increasing,17.6,7.7,985,2,Low,4,1,1.7,0,0,5,3,4,89.0,3.0,97099.35,84505.28,14.2,No,,,52.3,73.7,45.3,Satisfied
KE-CUST-002249,Josephine,Kamau,Female,49,1976-07-15,Single,1,Doctor,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2024-02-23,22,Student,Basic,12 Months,5,No,Friend/Family,No,WhatsApp,697.06,15210.77,506.05,M-Pesa,No,Monthly,1,122.07,697.9,683.44,11,39.8,3,2,9,8,88.9,2,1761.63,Decreasing,78.4,33.3,120,3,Low,5,1,6.7,0,0,5,10,5,100.0,4.0,16926.65,9315.04,18.9,No,,,12.8,92.8,69.3,Very Satisfied
KE-CUST-002250,Dennis,Abdi,Male,23,2002-12-26,Single,0,Engineer,Bachelor's Degree,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2024-05-08,19,Corporate,Business,24 Months,5,No,Agent,No,SMS,7876.07,153969.68,7232.0,M-Pesa,Yes,Monthly,1,2917.0,351.61,7538.76,26,22.3,5,10,5,2,40.0,2,1573.61,Stable,20.5,5.7,2747,2,High,4,1,5.3,0,0,4,8,4,87.0,3.0,124889.55,133908.22,13.7,No,,,42.1,74.3,44.6,Satisfied
KE-CUST-002251,Vincent,Rotich,Male,28,1997-08-27,Divorced,0,Student,Master's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2023-09-04,27,Residential,Family,Month-to-Month,3,No,Walk-in,No,Call,2511.96,66937.41,2210.88,M-Pesa,No,Monthly,0,76.37,512.56,2558.36,12,8.3,8,10,7,2,28.6,5,1535.29,Stable,61.6,25.8,859,3,Low,1,0,4.8,0,1,5,5,4,79.0,4.0,65623.98,33279.17,18.1,No,,,42.6,76.3,50.0,Satisfied
KE-CUST-002252,Beatrice,Koskei,Female,47,1978-02-04,Married,4,Sales Executive,Diploma,Kenya,Meru,Meru,60200,Eastern Region,2018-10-03,86,Residential,Standard,24 Months,3,No,Advertisement,No,SMS,1836.68,145397.6,1786.25,Credit Card,Yes,Monthly,0,237.1,573.54,1753.38,33,17.0,6,6,8,3,37.5,2,1388.97,Increasing,57.2,11.3,1358,4,Medium,1,0,3.9,0,0,4,6,4,69.0,4.0,85462.17,22917.2,17.1,No,,,19.2,92.6,64.9,Satisfied
KE-CUST-002253,Nyaboke,Hassan,Female,18,2007-10-14,Married,2,Marketing Officer,Diploma,Kenya,Kakamega,Kakamega,50100,Western Region,2019-09-21,75,Residential,Basic,24 Months,3,No,Agent,No,SMS,733.97,59479.22,704.7,M-Pesa,Yes,Monthly,0,23.88,65.22,681.72,10,22.1,7,6,9,1,11.1,2,1210.65,Stable,23.0,7.2,233,3,Low,5,1,9.3,0,0,4,6,4,75.0,4.0,39167.78,8754.81,24.1,No,,,45.2,75.2,25.3,Satisfied
KE-CUST-002254,Awuor,Ndungu,Female,34,1991-12-09,Married,1,Banker,Secondary,Kenya,Kiambu,Kiambu,900,Central Region,2022-03-28,45,SME,Premium,Month-to-Month,2,Yes,Friend/Family,Yes,Call,4307.05,198799.15,4690.46,M-Pesa,No,Monthly,4,438.64,125.47,4038.16,12,43.9,9,4,7,7,100.0,5,1688.35,Increasing,19.2,3.6,769,3,Low,2,1,6.1,0,0,5,9,4,68.0,4.0,161208.27,50260.79,18.7,No,,,40.3,86.2,72.2,Satisfied
KE-CUST-002255,Achieng,Omondi,Female,19,2006-03-03,Single,0,ICT Officer,Diploma,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2021-09-14,51,Corporate,Enterprise,24 Months,1,Yes,Online Search,Yes,Email,10295.07,493248.77,11069.69,M-Pesa,Yes,Monthly,0,100.43,22.84,10037.82,10,6.5,6,6,7,2,28.6,8,2052.1,Decreasing,26.6,5.2,1282,2,High,1,0,5.6,0,0,4,9,5,93.0,4.0,410897.78,98785.51,23.8,No,,,35.4,74.4,42.7,Very Satisfied
KE-CUST-002256,Lilian,Maina,Female,30,1995-06-05,Married,4,Data Analyst,Diploma,Kenya,Nairobi,Nairobi,100,Nairobi Region,2025-05-29,7,SME,Business,Month-to-Month,6,No,SMS Promotion,No,WhatsApp,7586.71,52181.57,7211.74,M-Pesa,No,Monthly,2,1347.95,877.8,8097.64,15,33.8,3,18,14,8,57.1,1,1473.25,Stable,51.2,12.5,593,1,Low,2,1,19.1,0,0,3,5,3,62.0,3.0,142774.94,119788.3,24.0,No,,,53.0,71.4,34.9,Neutral
KE-CUST-002257,Wangui,Wekesa,Female,32,1993-03-25,Widowed,2,Project Manager,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-12-07,36,Residential,Premium,12 Months,2,No,Friend/Family,No,WhatsApp,4008.85,138326.95,4172.4,Debit Card,No,Monthly,1,515.83,625.4,4299.26,23,39.4,3,4,15,10,66.7,4,1733.33,Increasing,42.3,6.2,1658,1,Low,2,1,8.6,0,1,4,6,4,73.0,4.0,93685.42,44004.44,17.0,No,,,48.3,76.5,53.3,Satisfied
KE-CUST-002258,Kiplangat,Mohamed,Male,32,1993-07-12,Married,1,Engineer,Secondary,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2025-02-14,10,SME,Premium,Month-to-Month,2,Yes,Online Search,No,SMS,4966.4,49839.42,4603.78,Bank Transfer,No,Monthly,3,893.18,129.52,4595.58,28,36.6,3,1,8,6,75.0,4,1618.65,Stable,28.6,10.8,580,0,High,5,2,38.0,0,1,5,8,3,56.0,3.0,66419.08,56462.53,13.7,No,,,55.4,71.8,66.8,Neutral
KE-CUST-002259,Wafula,Wanyonyi,Male,29,1996-06-16,Single,0,Student,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2020-12-30,60,Residential,Family,Month-to-Month,3,No,SMS Promotion,No,Email,2188.43,134460.79,2320.12,Debit Card,Yes,Monthly,0,6.76,148.54,2084.26,13,12.2,3,1,13,8,61.5,1,991.57,Increasing,58.2,24.8,490,3,Low,4,1,8.0,0,0,5,8,5,100.0,5.0,137919.95,25692.45,15.6,No,,,33.8,77.9,50.7,Very Satisfied
KE-CUST-002260,Barasa,Mutinda,Male,23,2002-07-16,Single,0,Student,Secondary,Kenya,Garissa,Garissa,70100,North Eastern Region,2019-08-13,76,Residential,Basic,12 Months,2,No,SMS Promotion,No,WhatsApp,664.31,51160.27,529.61,M-Pesa,No,Monthly,1,366.28,351.92,589.79,26,22.6,2,5,11,6,54.5,5,1291.81,Decreasing,28.8,7.2,186,4,Low,0,0,10.7,0,0,5,6,3,62.0,4.0,22202.98,8681.78,26.4,No,,,35.3,85.3,57.7,Neutral
KE-CUST-002261,Hellen,Owuor,Female,64,1961-12-14,Single,0,Farmer,Bachelor's Degree,Kenya,Nyeri,Nyeri,10100,Central Region,2019-08-06,76,Residential,Basic,24 Months,5,No,SMS Promotion,No,SMS,717.39,56202.51,832.43,Credit Card,No,Monthly,2,526.43,363.01,710.37,17,15.7,5,20,11,4,36.4,7,1918.56,Stable,57.1,16.3,1865,1,Medium,5,2,15.4,1,0,5,6,4,85.0,3.0,40319.47,11822.23,15.9,No,,,36.5,78.7,58.1,Satisfied
KE-CUST-002262,Esther,Kioko,Female,58,1967-10-26,Married,3,Nurse,Secondary,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2020-03-15,69,Residential,Standard,Month-to-Month,4,No,SMS Promotion,No,Email,1884.7,138912.06,1885.77,M-Pesa,No,Quarterly,3,55.7,817.57,1817.73,9,12.7,3,5,11,2,18.2,3,1516.03,Increasing,7.1,2.0,852,2,Medium,1,0,10.0,0,1,4,10,4,89.0,4.0,82646.37,23602.52,23.9,No,,,44.2,72.1,18.1,Satisfied
KE-CUST-002263,Grace,Abdi,Female,22,2003-11-11,Single,0,Nurse,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2019-01-17,83,Government,Business,Month-to-Month,5,No,Friend/Family,Yes,SMS,7524.62,642932.89,8562.33,M-Pesa,Yes,Monthly,1,731.9,12.0,7622.23,28,32.6,8,2,9,2,22.2,4,1138.23,Increasing,58.8,15.9,633,0,Low,3,1,10.2,0,0,4,6,5,95.0,5.0,448289.38,94253.43,16.3,No,,,33.2,78.0,63.5,Very Satisfied
KE-CUST-002264,Vincent,Wekesa,Male,55,1970-03-26,Single,2,Civil Servant,Unknown,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-12-01,12,Student,Basic,12 Months,2,No,Agent,No,SMS,881.75,10192.14,832.46,Bank Transfer,No,Quarterly,0,2.58,1030.32,840.96,17,24.6,8,11,14,8,57.1,3,2886.54,Decreasing,35.0,10.3,450,2,Medium,1,0,7.9,0,0,5,6,5,100.0,5.0,11273.26,14036.55,7.7,No,,,34.2,87.9,62.7,Very Satisfied
KE-CUST-002265,Asha,Odhiambo,Female,31,1994-11-08,Divorced,1,Project Manager,Primary,Kenya,Kakamega,Kakamega,50100,Western Region,2022-04-22,44,Residential,Premium,24 Months,1,Yes,Walk-in,No,Call,4149.75,191058.38,3804.49,M-Pesa,No,Monthly,2,754.96,811.81,4337.82,15,22.8,5,10,13,8,61.5,7,1975.42,Decreasing,8.2,2.5,588,3,Medium,2,1,10.4,0,0,5,4,4,78.0,4.0,215713.43,60653.53,12.9,No,,,55.1,68.3,42.3,Satisfied
KE-CUST-002266,Hellen,Nzioka,Female,38,1987-07-14,Single,1,Entrepreneur,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2021-02-03,58,Residential,Basic,Month-to-Month,3,No,Online Search,No,Email,792.03,49319.59,561.14,M-Pesa,Yes,Monthly,1,288.41,282.96,807.36,34,11.2,4,11,9,3,33.3,6,654.07,Increasing,38.5,14.3,1569,3,Low,1,0,14.6,0,0,4,6,5,100.0,5.0,32702.32,8934.56,23.0,No,,,40.6,82.8,52.4,Very Satisfied
KE-CUST-002267,Adhiambo,Karanja,Female,35,1990-09-16,Single,0,Accountant,PhD,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2022-06-04,42,Residential,Premium,24 Months,4,Yes,Social Media,No,SMS,3621.17,152032.3,3399.51,Debit Card,No,Monthly,0,14.59,49.17,3583.2,26,14.1,3,8,10,7,70.0,4,1144.94,Stable,23.3,8.8,68,3,Medium,4,1,3.8,0,0,5,9,5,88.0,4.0,114788.62,51361.98,20.1,No,,,23.3,83.5,56.1,Very Satisfied
KE-CUST-002268,Irene,Kioko,Female,28,1997-09-18,Single,1,Unknown,Bachelor's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2020-06-21,58,Government,Enterprise,24 Months,1,Yes,Walk-in,Yes,SMS,13646.69,815379.69,14333.65,M-Pesa,No,Monthly,2,293.06,387.49,13054.5,40,16.0,5,38,13,3,23.1,3,1463.38,Decreasing,24.0,6.9,426,2,Medium,1,0,20.4,0,0,4,8,4,66.0,5.0,599031.73,168499.47,23.5,Yes,2025-04-16,Poor Internet Speed,73.8,54.9,25.2,Satisfied
KE-CUST-002269,Ndiema,Koskei,Male,48,1977-08-18,Single,0,Data Analyst,Bachelor's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2018-06-21,90,Residential,Standard,24 Months,5,No,Walk-in,No,SMS,1550.51,136013.36,1310.56,M-Pesa,Yes,Monthly,1,1374.67,387.39,1721.97,18,21.6,8,23,10,5,50.0,9,1211.62,Increasing,21.0,6.9,479,1,Medium,1,0,8.4,0,1,5,6,4,80.0,5.0,109529.57,20167.04,17.2,No,,,37.4,76.9,41.7,Satisfied
KE-CUST-002270,Nekesa,Kiptoo,Female,38,1987-09-27,Married,3,Police Officer,Secondary,Kenya,Meru,Meru,60200,Eastern Region,2018-06-30,90,Government,Business,12 Months,3,No,Agent,No,WhatsApp,7498.92,693508.41,8662.25,Bank Transfer,Yes,Annually,0,2.53,37.41,7494.89,22,46.1,7,5,7,4,57.1,4,2815.55,Increasing,45.5,7.8,354,2,Medium,1,0,10.2,0,0,5,6,4,86.0,3.0,342739.22,84202.15,21.5,No,,,45.8,72.5,63.3,Satisfied
KE-CUST-002271,Moses,Hassan,Male,30,1995-04-13,Divorced,1,Shop Owner,Secondary,Kenya,Mombasa,Mombasa,80100,Coast Region,2021-05-25,55,Residential,Standard,Month-to-Month,3,No,Advertisement,No,SMS,1857.17,105190.17,1720.73,M-Pesa,No,Monthly,3,155.22,1078.39,1828.74,11,9.8,7,9,6,5,83.3,1,2820.35,Stable,44.7,17.5,786,4,Medium,3,1,3.1,0,1,5,9,4,64.0,4.0,92036.65,30391.54,12.3,No,,,45.5,77.5,67.2,Satisfied
KE-CUST-002272,Wachira,Nyongesa,Male,20,2005-02-19,Divorced,2,Police Officer,Bachelor's Degree,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2018-02-19,94,Student,Basic,12 Months,3,No,SMS Promotion,No,Email,574.63,57738.19,640.52,M-Pesa,Yes,Monthly,0,45.37,395.19,581.07,27,40.7,6,9,5,3,60.0,0,1123.42,Increasing,37.8,8.3,353,2,Low,0,0,8.8,0,1,5,7,5,100.0,5.0,49735.47,8142.69,17.2,No,,,23.5,84.4,65.4,Very Satisfied
KE-CUST-002273,Bernard,Owino,Male,25,2000-12-14,Married,0,Marketing Officer,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2019-06-29,78,Corporate,Enterprise,12 Months,2,No,Agent,Yes,SMS,12874.37,1034244.37,12216.61,M-Pesa,Yes,Monthly,0,35.94,312.84,11611.99,15,30.3,5,16,11,4,36.4,3,1820.82,Stable,20.8,6.2,28,2,Medium,0,0,7.2,0,1,5,8,4,78.0,4.0,533898.09,210856.26,21.5,No,,,52.5,72.3,31.6,Satisfied
KE-CUST-002274,Achieng,Kones,Female,18,2007-09-19,Single,0,Mechanic,Diploma,Kenya,Meru,Meru,60200,Eastern Region,2020-03-07,69,Student,Basic,24 Months,1,No,Advertisement,No,Email,1178.98,87550.27,1199.5,Bank Transfer,Yes,Quarterly,0,1.16,345.38,1138.25,10,16.6,7,5,6,4,66.7,3,973.65,Decreasing,41.6,17.9,3245,5,Low,3,1,2.6,0,1,5,7,3,64.0,2.0,80407.71,16681.41,13.0,No,,,45.8,81.2,63.9,Neutral
KE-CUST-002275,Irene,Moraa,Female,36,1989-12-26,Married,2,Police Officer,Diploma,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2022-09-10,39,Student,Basic,12 Months,3,No,Agent,No,Email,1091.02,40643.22,1108.58,M-Pesa,Yes,Monthly,0,87.21,300.68,1127.83,14,34.5,2,16,8,4,50.0,3,2156.07,Stable,34.0,10.6,254,4,Medium,1,0,1.9,0,1,5,9,4,81.0,5.0,32378.24,18071.46,17.3,No,,,40.5,67.4,26.2,Satisfied
KE-CUST-002276,Esther,Mutinda,Female,22,2003-12-08,Single,0,Engineer,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-05-20,19,Residential,Premium,Month-to-Month,2,Yes,Advertisement,No,WhatsApp,4807.78,93320.2,4184.46,M-Pesa,Yes,Monthly,0,23.73,38.52,5008.57,20,3.6,2,6,7,4,57.1,2,1459.74,Increasing,30.0,7.1,264,1,Low,1,0,12.3,0,0,5,8,4,82.0,3.0,75754.43,66629.76,10.3,No,,,52.9,64.6,45.1,Satisfied
KE-CUST-002277,Mary,Wachira,Female,33,1992-12-03,Single,0,Civil Servant,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-03-04,69,Corporate,Business,Month-to-Month,3,No,Social Media,Yes,WhatsApp,7774.98,546055.39,7967.27,Bank Transfer,Yes,Quarterly,0,29.73,583.3,7971.96,40,7.8,5,28,13,8,61.5,6,1524.3,Increasing,40.9,12.8,2047,3,Low,5,2,12.1,1,0,5,5,5,90.0,5.0,301406.98,77599.71,20.6,No,,,54.6,62.6,67.8,Very Satisfied
KE-CUST-002278,Moraa,Njoroge,Female,52,1973-04-12,Divorced,0,Engineer,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2022-09-07,23,SME,Standard,Month-to-Month,4,No,Online Search,Yes,WhatsApp,1435.68,30651.84,1499.52,M-Pesa,Yes,Monthly,0,55.45,1.79,1279.59,21,12.9,5,4,9,5,55.6,7,2507.42,Stable,27.2,7.2,201,3,Low,4,1,22.5,0,0,5,4,3,65.0,3.0,33714.05,22218.9,18.6,Yes,2024-08-26,Other,43.7,72.4,49.0,Neutral
KE-CUST-002279,Wangui,Mutua,Female,50,1975-01-07,Single,0,Lecturer,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2019-09-14,75,Student,Standard,12 Months,2,No,Social Media,No,Call,1934.07,144096.84,1978.73,Bank Transfer,Yes,Quarterly,0,54.46,695.87,1915.96,18,25.4,6,4,9,4,44.4,6,319.34,Stable,39.3,15.3,347,3,Low,0,0,10.5,0,2,5,5,3,50.0,3.0,71427.26,24401.3,14.7,No,,,39.5,75.8,55.5,Neutral
KE-CUST-002280,Moses,Gitau,Male,36,1989-01-12,Single,1,Mechanic,Secondary,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2022-10-15,38,Residential,Basic,Month-to-Month,1,No,Friend/Family,No,WhatsApp,1104.27,45001.23,1210.19,M-Pesa,Yes,Monthly,0,16.17,62.59,1055.83,26,28.2,2,6,13,7,53.8,3,2733.86,Decreasing,7.8,2.1,1619,3,Low,4,2,4.6,0,0,5,7,5,96.0,4.0,28757.25,14349.02,18.2,No,,,50.3,65.2,44.9,Very Satisfied
KE-CUST-002281,Brian,Wanyonyi,Male,35,1990-09-16,Married,2,Farmer,Bachelor's Degree,Kenya,Nyeri,Nyeri,10100,Central Region,2024-02-19,22,Residential,Premium,Month-to-Month,6,Yes,SMS Promotion,No,WhatsApp,3612.74,76966.84,3143.52,M-Pesa,No,Monthly,3,64.07,147.75,3696.05,22,23.1,6,5,6,2,33.3,7,2140.5,Decreasing,74.5,21.9,2575,4,Low,1,0,21.9,0,0,4,9,4,84.0,3.0,78976.9,58549.2,5.4,No,,,18.9,98.0,75.9,Satisfied
KE-CUST-002282,Felix,Owuor,Male,59,1966-03-04,Married,3,Data Analyst,Bachelor's Degree,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2024-05-16,19,SME,Standard,Month-to-Month,2,No,Friend/Family,No,SMS,1297.24,27829.32,1334.38,M-Pesa,No,Monthly,3,2930.06,183.5,1306.55,7,27.4,3,38,11,8,72.7,2,1691.2,Increasing,28.8,11.5,226,2,Medium,0,0,5.0,0,1,5,9,4,90.0,4.076202118989405,23863.85,16547.37,15.9,No,,,53.1,62.5,27.7,Satisfied
KE-CUST-002283,Stephen,Cherono,Male,42,1983-01-12,Single,0,Doctor,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2020-11-11,61,Residential,Standard,24 Months,4,No,Advertisement,No,WhatsApp,2092.36,129993.24,1864.65,M-Pesa,Yes,Monthly,0,70.6,231.77,2175.13,22,15.0,4,11,15,8,53.3,4,2843.13,Stable,21.9,7.6,702,1,High,4,1,12.7,0,0,5,8,5,100.0,5.0,108328.44,27397.04,22.0,No,,,33.8,76.3,42.8,Very Satisfied
KE-CUST-002284,Brian,Omondi,Male,32,1993-06-28,Single,0,Data Analyst,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2020-05-12,67,Corporate,Business,Month-to-Month,3,No,Walk-in,Yes,SMS,6040.79,396901.78,5521.57,M-Pesa,Yes,Monthly,0,51.24,251.82,5927.05,30,54.5,10,4,6,3,50.0,2,1491.0133319796955,Stable,34.7,10.6,2703,2,Low,1,0,5.8,0,0,5,3,5,99.0,5.0,293652.05,75121.41,16.6,No,,,29.7,80.9,87.0,Very Satisfied
KE-CUST-002285,Stephen,Kioko,Male,19,2006-03-10,Single,1,Sales Executive,Master's Degree,Kenya,Kakamega,Kakamega,50100,Western Region,2018-01-03,95,Residential,Basic,Month-to-Month,1,No,SMS Promotion,No,WhatsApp,649.31,63928.45,551.87,M-Pesa,No,Annually,3,3518.82,402.45,651.97,18,23.0,5,6,15,7,46.7,2,1733.48,Increasing,31.7,10.3,254,3,Medium,1,0,11.9,0,1,5,5,4,78.0,5.0,44726.52,6812.24,16.2,No,,,44.8,73.2,51.2,Satisfied
KE-CUST-002286,Brian,Kipchumba,Male,41,1984-08-05,Married,2,Accountant,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2018-09-29,87,Residential,Basic,Month-to-Month,1,No,Friend/Family,No,WhatsApp,851.24,76184.03,842.19,M-Pesa,No,Annually,2,241.85,241.68,912.57,22,1.0,5,7,9,8,88.9,8,806.92,Stable,42.3,10.3,1381,2,Low,1,0,17.5,0,1,4,8,4,75.0,4.0,48081.92,9537.01,22.1,No,,,38.9,82.9,65.3,Satisfied
KE-CUST-002287,Gladys,Nyongesa,Female,46,1979-09-14,Single,0,Mechanic,Secondary,Kenya,Kakamega,Kakamega,50100,Western Region,2019-11-01,73,SME,Business,24 Months,2,No,Agent,Yes,SMS,8114.71,587918.55,8499.42,M-Pesa,No,Monthly,2,825.64,560.45,8740.82,21,32.5,5,14,14,4,28.6,3,829.95,Stable,56.2,17.3,93,1,Medium,1,0,21.4,0,1,5,5,4,72.0,4.0,595286.47,86025.13,19.1,No,,,52.4,69.2,43.3,Satisfied
